"sample","ahrr","epismoke","joehanes","epitob","smoking_raw","smoking","cohort"
"GSM1225489",0.74531,0.55125,0.656216666666667,0.669075,1,"former","GSE50660"
"GSM1225490",0.65899,0.5449275,0.667373333333333,0.6816225,1,"former","GSE50660"
"GSM1225491",0.58828,0.5158775,0.64172,0.653661666666667,1,"former","GSE50660"
"GSM1225492",0.83507,0.637205,0.738287777777778,0.74211,0,"never","GSE50660"
"GSM1225493",0.70549,0.554605,0.667558888888889,0.679985,1,"former","GSE50660"
"GSM1225494",0.7906,0.5959425,0.695432222222222,0.712420833333333,1,"former","GSE50660"
"GSM1225495",0.56936,0.502825,0.655396666666667,0.668996666666667,1,"former","GSE50660"
"GSM1225496",0.84483,0.636615,0.71662,0.724541666666667,1,"former","GSE50660"
"GSM1225497",0.78802,0.60397,0.68568,0.698505833333333,1,"former","GSE50660"
"GSM1225498",0.84009,0.648555,0.722153333333333,0.723895833333333,0,"never","GSE50660"
"GSM1225499",0.65835,0.56901,0.681537777777778,0.705335833333333,1,"former","GSE50660"
"GSM1225500",0.86999,0.658955,0.742954444444444,0.744069166666667,1,"former","GSE50660"
"GSM1225501",0.71918,0.52598,0.646312222222222,0.660933333333333,1,"former","GSE50660"
"GSM1225502",0.67392,0.574345,0.668826666666667,0.6867475,1,"former","GSE50660"
"GSM1225503",0.71195,0.52916,0.64996,0.65921,1,"former","GSE50660"
"GSM1225504",0.44881,0.462415,0.612211111111111,0.625410833333333,1,"former","GSE50660"
"GSM1225505",0.66364,0.542175,0.664078888888889,0.6540225,1,"former","GSE50660"
"GSM1225506",0.8834,0.6384375,0.718853333333333,0.722144166666667,0,"never","GSE50660"
"GSM1225507",0.72126,0.5657525,0.673147777777778,0.6775775,1,"former","GSE50660"
"GSM1225508",0.77004,0.5343,0.632351111111111,0.647409166666667,1,"former","GSE50660"
"GSM1225509",0.49601,0.4830725,0.629962222222222,0.648274166666667,1,"former","GSE50660"
"GSM1225510",0.5439,0.495405,0.627148888888889,0.6560375,1,"former","GSE50660"
"GSM1225511",0.64324,0.547445,0.677954444444444,0.688405833333333,1,"former","GSE50660"
"GSM1225512",0.59292,0.523525,0.652225555555556,0.6378275,1,"former","GSE50660"
"GSM1225513",0.83732,0.62385,0.719562222222222,0.719246666666666,1,"former","GSE50660"
"GSM1225514",0.45912,0.48251,0.613992222222222,0.6254675,1,"former","GSE50660"
"GSM1225515",0.75584,0.5796475,0.697002222222222,0.703964166666667,1,"former","GSE50660"
"GSM1225516",0.49592,0.45014,0.596891111111111,0.5939875,1,"former","GSE50660"
"GSM1225517",0.70162,0.56183,0.673501111111111,0.6858125,1,"former","GSE50660"
"GSM1225518",0.62649,0.521745,0.649852222222222,0.640379166666667,1,"former","GSE50660"
"GSM1225519",0.81696,0.5932675,0.687582222222222,0.699434166666666,1,"former","GSE50660"
"GSM1225520",0.81178,0.62539,0.726032222222222,0.725481666666667,0,"never","GSE50660"
"GSM1225521",0.81178,0.6049275,0.704135555555556,0.67719,0,"never","GSE50660"
"GSM1225522",0.50617,0.4869825,0.628091111111111,0.6357375,1,"former","GSE50660"
"GSM1225523",0.82396,0.6066225,0.700496666666667,0.6991525,0,"never","GSE50660"
"GSM1225524",0.82392,0.64306,0.738086666666667,0.731448333333333,0,"never","GSE50660"
"GSM1225525",0.67659,0.5386875,0.665896666666667,0.676778333333333,1,"former","GSE50660"
"GSM1225526",0.80768,0.6087275,0.699115555555556,0.699513333333333,1,"former","GSE50660"
"GSM1225527",0.78933,0.601655,0.715686666666667,0.717149166666667,0,"never","GSE50660"
"GSM1225528",0.57757,0.480675,0.610936666666667,0.603086666666667,1,"former","GSE50660"
"GSM1225529",0.56847,0.5263025,0.635857777777778,0.654206666666667,1,"former","GSE50660"
"GSM1225530",0.68794,0.5138625,0.646788888888889,0.659156666666667,1,"former","GSE50660"
"GSM1225531",0.62991,0.485155,0.614258888888889,0.632034166666667,1,"former","GSE50660"
"GSM1225532",0.69232,0.5180675,0.613994444444444,0.630075,1,"former","GSE50660"
"GSM1225533",0.58894,0.5274575,0.642836666666667,0.660893333333333,1,"former","GSE50660"
"GSM1225534",0.85778,0.6174125,0.709945555555556,0.711961666666667,1,"former","GSE50660"
"GSM1225535",0.64313,0.48574,0.619264444444444,0.634758333333333,1,"former","GSE50660"
"GSM1225536",0.48154,0.505315,0.632134444444444,0.63926,1,"former","GSE50660"
"GSM1225537",0.77704,0.5731725,0.662733333333333,0.6729925,1,"former","GSE50660"
"GSM1225538",0.7808,0.5920175,0.669512222222222,0.686743333333333,1,"former","GSE50660"
"GSM1225539",0.51913,0.460225,0.623444444444444,0.627768333333333,1,"former","GSE50660"
"GSM1225540",0.66079,0.5526775,0.66631,0.682169166666667,1,"former","GSE50660"
"GSM1225541",0.79629,0.6217525,0.721476666666667,0.730001666666667,1,"former","GSE50660"
"GSM1225542",0.65683,0.5150325,0.614568888888889,0.630230833333333,1,"former","GSE50660"
"GSM1225543",0.81943,0.6235125,0.721413333333333,0.714570833333333,1,"former","GSE50660"
"GSM1225544",0.49621,0.4823025,0.625634444444444,0.638526666666667,1,"former","GSE50660"
"GSM1225545",0.65002,0.55716,0.680105555555556,0.69924,0,"never","GSE50660"
"GSM1225546",0.78585,0.5956,0.683864444444444,0.688608333333333,1,"former","GSE50660"
"GSM1225547",0.77159,0.6350325,0.722624444444444,0.737000833333333,1,"former","GSE50660"
"GSM1225548",0.71984,0.570995,0.669526666666667,0.684849166666667,1,"former","GSE50660"
"GSM1225549",0.66545,0.5687525,0.663348888888889,0.687899166666667,1,"former","GSE50660"
"GSM1225550",0.8276,0.6539725,0.748064444444444,0.75452,1,"former","GSE50660"
"GSM1225551",0.85662,0.6251025,0.717945555555556,0.720439166666667,0,"never","GSE50660"
"GSM1225552",0.79473,0.589395,0.679895555555555,0.687025833333333,0,"never","GSE50660"
"GSM1225553",0.84515,0.58576,0.673135555555555,0.673450833333333,1,"former","GSE50660"
"GSM1225554",0.83218,0.67733,0.748324444444445,0.749135,1,"former","GSE50660"
"GSM1225555",0.84493,0.6435125,0.731297777777778,0.7365725,0,"never","GSE50660"
"GSM1225556",0.84503,0.648705,0.726876666666667,0.730816666666667,1,"former","GSE50660"
"GSM1225557",0.79823,0.6235725,0.714393333333333,0.716094166666667,1,"former","GSE50660"
"GSM1225558",0.79478,0.624175,0.734306666666667,0.7432175,1,"former","GSE50660"
"GSM1225559",0.84717,0.63681,0.728873333333333,0.720960833333333,0,"never","GSE50660"
"GSM1225560",0.67131,0.5234725,0.6649,0.642285833333333,1,"former","GSE50660"
"GSM1225561",0.79722,0.644505,0.735267777777778,0.7329275,1,"former","GSE50660"
"GSM1225562",0.68329,0.572235,0.680316666666667,0.694328333333333,1,"former","GSE50660"
"GSM1225563",0.78065,0.60521,0.711084444444444,0.726354166666667,1,"former","GSE50660"
"GSM1225564",0.69664,0.544745,0.641548888888889,0.655425,1,"former","GSE50660"
"GSM1225565",0.6023,0.50655,0.639001111111111,0.647001666666667,1,"former","GSE50660"
"GSM1225566",0.44317,0.444325,0.584146666666667,0.581931666666667,1,"former","GSE50660"
"GSM1225567",0.77639,0.6271625,0.735956666666667,0.704611666666667,1,"former","GSE50660"
"GSM1225568",0.74267,0.577325,0.691704444444444,0.703393333333334,1,"former","GSE50660"
"GSM1225569",0.7265,0.6105,0.691633333333333,0.706813333333333,1,"former","GSE50660"
"GSM1225570",0.74022,0.5700975,0.685683333333333,0.694580833333333,1,"former","GSE50660"
"GSM1225571",0.77667,0.6296325,0.716276666666667,0.72307,1,"former","GSE50660"
"GSM1225572",0.59877,0.5248575,0.639135555555555,0.639769166666667,1,"former","GSE50660"
"GSM1225573",0.85027,0.64101,0.735331111111111,0.730315833333333,0,"never","GSE50660"
"GSM1225574",0.82329,0.6345,0.72826,0.733778333333333,0,"never","GSE50660"
"GSM1225575",0.85719,0.6486525,0.73827,0.7355075,0,"never","GSE50660"
"GSM1225576",0.73595,0.5744025,0.681653333333333,0.693598333333333,1,"former","GSE50660"
"GSM1225577",0.64014,0.5349375,0.661021111111111,0.6750875,1,"former","GSE50660"
"GSM1225578",0.55733,0.4949675,0.632616666666667,0.617524166666667,1,"former","GSE50660"
"GSM1225579",0.8066,0.61176,0.702641111111111,0.703618333333333,1,"former","GSE50660"
"GSM1225580",0.82025,0.656825,0.757421111111111,0.75551,0,"never","GSE50660"
"GSM1225581",0.52701,0.467945,0.626852222222222,0.630894166666667,1,"former","GSE50660"
"GSM1225582",0.63163,0.533895,0.649842222222222,0.644180833333333,1,"former","GSE50660"
"GSM1225583",0.82987,0.64643,0.74367,0.7425775,0,"never","GSE50660"
"GSM1225584",0.78574,0.62889,0.730245555555556,0.7440625,0,"never","GSE50660"
"GSM1225585",0.72149,0.58038,0.683308888888889,0.683466666666667,0,"never","GSE50660"
"GSM1225586",0.82467,0.6056225,0.713522222222222,0.713651666666667,1,"former","GSE50660"
"GSM1225587",0.79471,0.6521025,0.749266666666667,0.745899166666667,1,"former","GSE50660"
"GSM1225588",0.72739,0.5662225,0.681632222222222,0.7016175,1,"former","GSE50660"
"GSM1225589",0.83023,0.6252025,0.739006666666667,0.7356975,0,"never","GSE50660"
"GSM1225590",0.60068,0.5125575,0.645493333333333,0.657844166666667,2,"current","GSE50660"
"GSM1225591",0.77539,0.590925,0.679191111111111,0.67505,1,"former","GSE50660"
"GSM1225592",0.85167,0.638165,0.73145,0.739965,1,"former","GSE50660"
"GSM1225593",0.84186,0.638285,0.748937777777778,0.749503333333334,0,"never","GSE50660"
"GSM1225594",0.88981,0.6699725,0.744246666666667,0.7412325,0,"never","GSE50660"
"GSM1225595",0.82921,0.67588,0.756274444444444,0.760753333333334,0,"never","GSE50660"
"GSM1225596",0.81796,0.6656175,0.747907777777778,0.745528333333333,1,"former","GSE50660"
"GSM1225597",0.8626,0.62441,0.703662222222222,0.7042675,0,"never","GSE50660"
"GSM1225598",0.88136,0.64514,0.72863,0.742454166666667,1,"former","GSE50660"
"GSM1225599",0.80198,0.6308825,0.744303333333333,0.7501225,1,"former","GSE50660"
"GSM1225600",0.82339,0.64336,0.721804444444444,0.7255625,0,"never","GSE50660"
"GSM1225601",0.85839,0.6343325,0.73248,0.703561666666667,0,"never","GSE50660"
"GSM1225602",0.8439,0.6484025,0.7479,0.748483333333333,0,"never","GSE50660"
"GSM1225603",0.77304,0.6148175,0.728308888888889,0.727065,1,"former","GSE50660"
"GSM1225604",0.83516,0.6374175,0.753901111111111,0.741879166666667,0,"never","GSE50660"
"GSM1225605",0.83995,0.6065725,0.711362222222222,0.705211666666667,0,"never","GSE50660"
"GSM1225606",0.84276,0.66172,0.760093333333333,0.7635075,0,"never","GSE50660"
"GSM1225607",0.7644,0.6020375,0.715488888888889,0.7227675,1,"former","GSE50660"
"GSM1225608",0.77164,0.6019225,0.712623333333333,0.714316666666667,1,"former","GSE50660"
"GSM1225609",0.72634,0.5343,0.641783333333333,0.6527275,1,"former","GSE50660"
"GSM1225610",0.82318,0.610235,0.702228888888889,0.702155,0,"never","GSE50660"
"GSM1225611",0.82849,0.5849275,0.670595555555556,0.6816975,1,"former","GSE50660"
"GSM1225612",0.85947,0.66711,0.738065555555556,0.735480833333333,0,"never","GSE50660"
"GSM1225613",0.79705,0.6375075,0.721812222222222,0.731818333333333,1,"former","GSE50660"
"GSM1225614",0.84196,0.656015,0.749685555555556,0.747389166666667,0,"never","GSE50660"
"GSM1225615",0.86173,0.6277025,0.713244444444444,0.716593333333333,1,"former","GSE50660"
"GSM1225616",0.77552,0.6396725,0.740391111111111,0.747291666666667,1,"former","GSE50660"
"GSM1225617",0.84634,0.6826525,0.773678888888889,0.776075,0,"never","GSE50660"
"GSM1225618",0.70911,0.543625,0.647387777777778,0.658763333333333,2,"current","GSE50660"
"GSM1225619",0.83496,0.6514475,0.741765555555556,0.745471666666667,0,"never","GSE50660"
"GSM1225620",0.82108,0.6781225,0.751888888888889,0.737346666666667,0,"never","GSE50660"
"GSM1225621",0.857,0.65099,0.748583333333333,0.746511666666667,0,"never","GSE50660"
"GSM1225622",0.81178,0.6131725,0.706711111111111,0.7091875,0,"never","GSE50660"
"GSM1225623",0.82042,0.6497975,0.755968888888889,0.753893333333333,0,"never","GSE50660"
"GSM1225624",0.91275,0.6386675,0.711311111111111,0.705670833333333,1,"former","GSE50660"
"GSM1225625",0.88373,0.6529975,0.731357777777778,0.7305775,0,"never","GSE50660"
"GSM1225626",0.82673,0.6679825,0.755321111111111,0.751839166666667,1,"former","GSE50660"
"GSM1225627",0.87035,0.642535,0.701868888888889,0.707048333333333,0,"never","GSE50660"
"GSM1225628",0.89453,0.6480575,0.735541111111111,0.731,1,"former","GSE50660"
"GSM1225629",0.8339,0.6221525,0.703684444444444,0.712961666666667,1,"former","GSE50660"
"GSM1225630",0.86512,0.6473375,0.701383333333333,0.700026666666667,0,"never","GSE50660"
"GSM1225631",0.85908,0.5910975,0.68826,0.68501,0,"never","GSE50660"
"GSM1225632",0.81037,0.6035225,0.721127777777778,0.726009166666667,1,"former","GSE50660"
"GSM1225633",0.84883,0.6201875,0.70456,0.715668333333333,0,"never","GSE50660"
"GSM1225634",0.85858,0.6374625,0.73676,0.736590833333333,0,"never","GSE50660"
"GSM1225635",0.83711,0.63013,0.718797777777778,0.716185833333333,0,"never","GSE50660"
"GSM1225636",0.83555,0.6485025,0.743487777777778,0.747334166666667,0,"never","GSE50660"
"GSM1225637",0.83323,0.6063725,0.709706666666667,0.711505833333333,1,"former","GSE50660"
"GSM1225638",0.83933,0.640395,0.743543333333333,0.7403025,0,"never","GSE50660"
"GSM1225639",0.8322,0.627535,0.727765555555556,0.7261675,0,"never","GSE50660"
"GSM1225640",0.80981,0.6433025,0.751137777777778,0.75305,0,"never","GSE50660"
"GSM1225641",0.85004,0.6479775,0.728395555555556,0.7236025,0,"never","GSE50660"
"GSM1225642",0.81932,0.6338875,0.717198888888889,0.724449166666667,0,"never","GSE50660"
"GSM1225643",0.88258,0.66328,0.7455,0.741826666666667,0,"never","GSE50660"
"GSM1225644",0.88793,0.6368675,0.726165555555556,0.7307675,1,"former","GSE50660"
"GSM1225645",0.87194,0.672345,0.755901111111111,0.757990833333333,0,"never","GSE50660"
"GSM1225646",0.80259,0.633385,0.72747,0.731493333333333,0,"never","GSE50660"
"GSM1225647",0.87911,0.6781725,0.762911111111111,0.764649166666667,1,"former","GSE50660"
"GSM1225648",0.73942,0.604755,0.686502222222222,0.6998225,1,"former","GSE50660"
"GSM1225649",0.84797,0.5935125,0.70425,0.708435,0,"never","GSE50660"
"GSM1225650",0.86901,0.665415,0.748758888888889,0.712384166666667,0,"never","GSE50660"
"GSM1225651",0.86478,0.6596225,0.734188888888889,0.728765,1,"former","GSE50660"
"GSM1225652",0.88108,0.642255,0.720247777777778,0.724704166666667,0,"never","GSE50660"
"GSM1225653",0.88045,0.6801575,0.776295555555556,0.775255833333333,0,"never","GSE50660"
"GSM1225654",0.81405,0.6458325,0.737137777777778,0.7525625,0,"never","GSE50660"
"GSM1225655",0.64288,0.5407725,0.661752222222222,0.678581666666667,2,"current","GSE50660"
"GSM1225656",0.90032,0.67267,0.747304444444445,0.7521625,0,"never","GSE50660"
"GSM1225657",0.89508,0.65739,0.733265555555556,0.741768333333333,0,"never","GSE50660"
"GSM1225658",0.72444,0.562785,0.685953333333333,0.706205,1,"former","GSE50660"
"GSM1225659",0.54869,0.50982,0.634311111111111,0.658206666666667,2,"current","GSE50660"
"GSM1225660",0.82065,0.6261675,0.717678888888889,0.722668333333333,0,"never","GSE50660"
"GSM1225661",0.85604,0.66254,0.735555555555556,0.739188333333333,0,"never","GSE50660"
